t links init
c   fr       to      len  mode  type lanes vdfunc ul1 ul2 ul3 
a 712516 625043   0.59 cg           900 1.0  95       0       0       0
a 712517 625042   1.51 c            900 1.0  95       0       0       0
a 712518 625055   1.35 cg           900 1.0  95       0       0       0
a 712601 626012   0.20 cg           900 1.0  95       0       0       0
a 712602 626012   0.75 cg           900 1.0  95       0       0       0
a 712603 626032   0.60 c            900 1.0  95       0       0       0
a 712603 626033   0.30 cg           900 1.0  95       0       0       0
a 712604 626033   0.50 c            900 1.0  95       0       0       0
a 712605 626052   0.65 cg           900 1.0  95       0       0       0
a 712606 626062   0.50 cg           900 1.0  95       0       0       0
a 712607 626072   0.50 cg           900 1.0  95       0       0       0
a 712607 626152   1.80 c            900 1.0  95       0       0       0
a 712608 626083   0.30 c            900 1.0  95       0       0       0
a 712608 626093   0.40 c            900 1.0  95       0       0       0
a 712609 626103   0.50 c            900 1.0  95       0       0       0
a 712610 626103   0.30 c            900 1.0  95       0       0       0
a 712611 626084   0.30 cg           900 1.0  95       0       0       0
a 712612 626122   0.30 cg           900 1.0  95       0       0       0
a 712613 626132   0.40 cg           900 1.0  95       0       0       0
a 712614 626166   0.40 cg           900 1.0  95       0       0       0
a 712615 626154   1.61 cg           900 1.0  95       0       0       0
a 712615 626162   1.00 cg           900 1.0  95       0       0       0
a 712616 626143   0.30 c            900 1.0  95       0       0       0
a 712616 626145   0.30 c            900 1.0  95       0       0       0
a 712617 626172   0.10 cg           900 1.0  95       0       0       0
a 712618 626185   0.41 cg           900 1.0  95       0       0       0
a 712619 626194   0.20 cg           900 1.0  95       0       0       0
a 712620 626204   0.30 cg           900 1.0  95       0       0       0
a 712621 626212   0.40 cg           900 1.0  95       0       0       0
a 712621 626213   0.20 cg           900 1.0  95       0       0       0
a 712622 626203   0.60 cg           900 1.0  95       0       0       0
a 712623 626232   0.30 cg           900 1.0  95       0       0       0
a 712624 626246   0.38 cg           900 1.0  95       0       0       0
a 712625 626252   0.55 cg           900 1.0  95       0       0       0
a 712626 626264   0.30 cg           900 1.0  95       0       0       0
a 712627 626233   0.50 cg           900 1.0  95       0       0       0
a 712628 604477   0.35 cg           900 1.0  95       0       0       0
a 712629 626268   0.32 cg           900 1.0  95       0       0       0
a 712630 626136   0.50 c            900 1.0  95       0       0       0
a 712630 626138   0.50 cg           900 1.0  95       0       0       0
a 712631 626134   0.40 cg           900 1.0  95       0       0       0
a 712632 626125   0.70 c            900 1.0  95       0       0       0
a 712632 626126   1.00 c            900 1.0  95       0       0       0
a 712633 626148   0.59 cg           900 1.0  95       0       0       0
a 712634 626199   0.25 cg           900 1.0  95       0       0       0
a 712635 626093   0.55 cg           900 1.0  95       0       0       0
a 712636 626189   0.20 cg           900 1.0  95       0       0       0
a 712637 626182   0.57 c            900 1.0  95       0       0       0
a 712638 626188   0.30 c            900 1.0  95       0       0       0
a 712639 626079   1.22 cg           900 1.0  95       0       0       0
a 712640 626067   0.73 c            900 1.0  95       0       0       0
a 712701 627012   0.25 c            900 1.0  95       0       0       0
a 712702 627344   2.50 cg           900 1.0  95       0       0       0
a 712703 627034   0.98 c            900 1.0  95       0       0       0
a 712703 627038   1.14 cg           900 1.0  95       0       0       0
a 712704 627034   1.72 cg           900 1.0  95       0       0       0
a 712704 627035   0.58 cg           900 1.0  95       0       0       0
a 712705 627054   1.78 c            900 1.0  95       0       0       0
a 712706 627075   0.30 c            900 1.0  95       0       0       0
a 712707 627072   0.30 c            900 1.0  95       0       0       0
a 712708 627012   1.30 c            900 1.0  95       0       0       0
a 712708 627022   0.75 c            900 1.0  95       0       0       0
a 712709 627082   0.30 c            900 1.0  95       0       0       0
a 712710 627103   0.30 c            900 1.0  95       0       0       0
a 712711 627112   1.00 cg           900 1.0  95       0       0       0
a 712712 627125   0.90 c            900 1.0  95       0       0       0
a 712712 627127   0.40 c            900 1.0  95       0       0       0
a 712713 627133   0.50 c            900 1.0  95       0       0       0
a 712714 627142   0.62 cg           900 1.0  95       0       0       0
a 712715 627152   0.30 c            900 1.0  95       0       0       0
a 712716 627153   0.30 cg           900 1.0  95       0       0       0
a 712717 627172   0.30 cg           900 1.0  95       0       0       0
a 712718 627125   0.40 cg           900 1.0  95       0       0       0
a 712719 627194   0.15 c            900 1.0  95       0       0       0
a 712719 627195   0.25 c            900 1.0  95       0       0       0
a 712720 627193   0.30 c            900 1.0  95       0       0       0
a 712720 627233   0.40 c            900 1.0  95       0       0       0
a 712721 627194   0.26 cg           900 1.0  95       0       0       0
a 712722 627192   0.75 c            900 1.0  95       0       0       0
a 712723 627254   1.00 c            900 1.0  95       0       0       0
a 712724 627254   0.50 c            900 1.0  95       0       0       0
a 712725 627254   0.25 c            900 1.0  95       0       0       0
a 712726 627292   0.50 c            900 1.0  95       0       0       0
a 712727 627272   0.25 cg           900 1.0  95       0       0       0
a 712728 627294   0.25 c            900 1.0  95       0       0       0
a 712729 627292   0.75 c            900 1.0  95       0       0       0
a 712729 627294   0.75 c            900 1.0  95       0       0       0
a 712730 627302   0.30 cg           900 1.0  95       0       0       0
a 712731 627302   0.75 c            900 1.0  95       0       0       0
a 712731 627323   0.75 c            900 1.0  95       0       0       0
a 712732 627323   0.15 cg           900 1.0  95       0       0       0
a 712733 627337   0.26 cg           900 1.0  95       0       0       0
a 712734 627342   1.81 cg           900 1.0  95       0       0       0
a 712735 627333   0.61 c            900 1.0  95       0       0       0
a 712736 627322   0.21 cg           900 1.0  95       0       0       0
a 712737 627333   0.97 c            900 1.0  95       0       0       0
a 712738 627337   0.98 cg           900 1.0  95       0       0       0
a 712739 627194   0.49 cg           900 1.0  95       0       0       0
a 712740 627133   0.66 cg           900 1.0  95       0       0       0
a 712741 627039   1.23 cg           900 1.0  95       0       0       0
a 712742 627015   0.12 cg           900 1.0  95       0       0       0
a 712742 627035   2.67 c            900 1.0  95       0       0       0
a 712743 627032   0.29 cg           900 1.0  95       0       0       0
a 712744 627012   0.62 cg           900 1.0  95       0       0       0
a 712745 627162   0.54 cg           900 1.0  95       0       0       0
a 712746 627015   3.08 cg           900 1.0  95       0       0       0
a 712747 627053   0.50 cg           900 1.0  95       0       0       0
a 712748 627054   2.16 c            900 1.0  95       0       0       0
a 712749 627053   0.38 cg           900 1.0  95       0       0       0
a 712801 628012   0.30 cg           900 1.0  95       0       0       0
a 712801 628026   1.30 c            900 1.0  95       0       0       0
a 712802 628024   0.23 cg           900 1.0  95       0       0       0
a 712803 628032   0.41 cg           900 1.0  95       0       0       0
a 712804 628042   0.48 cg           900 1.0  95       0       0       0
a 712805 628052   0.89 c            900 1.0  95       0       0       0
a 712806 628064   1.00 c            900 1.0  95       0       0       0
a 712810 628043   0.12 cg           900 1.0  95       0       0       0
a 712811 628043   2.82 cg           900 1.0  95       0       0       0
a 712870 628022   0.45 c            900 1.0  95       0       0       0
a 712880 628023   1.08 cg           900 1.0  95       0       0       0
a 712890 628025   0.32 c            900 1.0  95       0       0       0
a 713601 636013   0.19 cg           900 1.0  95       0       0       0
a 713602 636022   0.40 c            900 1.0  95       0       0       0
a 713603 636034   0.33 cg           900 1.0  95       0       0       0
a 713604 636044   0.37 cg           900 1.0  95       0       0       0
a 713605 636052   0.50 cg           900 1.0  95       0       0       0
a 713606 636042   1.55 c            900 1.0  95       0       0       0
a 713607 636063   0.40 c            900 1.0  95       0       0       0
a 713607 636065   0.40 c            900 1.0  95       0       0       0
a 713608 636134   0.30 cg           900 1.0  95       0       0       0
a 713608 636136   0.60 cg           900 1.0  95       0       0       0
a 713609 636092   0.30 c            900 1.0  95       0       0       0
a 713609 636094   0.50 c            900 1.0  95       0       0       0
